name,theme,overall,C,PF,SF,SG,PG,position,height,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential
Markelle Fultz,Rewards,80,0,0,0,0,1,PG,76,78,72,70,95,57,85,87,30,60,79,44,42,48,95,86,85,85,56,92,75,80,85,87,84,74,83,50,67,69,68,78,69,78,56,47,67,40,57,51,95,85
Dwight Powell,Rewards,80,1,0,0,0,0,C,83,84,70,73,95,77,90,70,75,60,73,74,70,70,90,71,48,67,64,85,95,80,44,63,55,41,64,74,45,68,68,58,74,69,41,66,69,65,84,82,97,80
Lonnie Walker IV,Rewards,80,0,0,0,1,0,SG,77,80,80,82,92,78,90,79,40,80,52,48,48,53,85,94,93,83,64,85,70,80,77,78,70,45,67,55,74,62,66,80,65,76,75,62,73,35,25,65,90,82
Terrance Ferguson,Rewards,80,0,0,0,1,0,SG,79,74,74,80,95,73,90,78,75,95,65,45,58,44,85,79,79,96,40,86,95,80,67,75,72,60,74,50,79,67,67,82,68,64,37,42,64,70,33,40,98,80
Zhaire Smith,Rewards,80,0,0,0,1,0,SG,76,74,71,76,98,72,80,78,40,90,53,44,35,51,80,95,90,95,63,85,85,80,69,75,66,46,48,55,80,68,69,81,70,76,82,53,79,50,39,48,98,80
Mikal Bridges,Rewards,80,0,0,0,1,0,SG,79,85,69,82,68,81,85,75,40,75,50,54,35,42,80,80,82,85,62,85,75,84,72,75,70,39,68,56,80,78,79,80,83,66,76,52,70,75,37,49,80,82
Keita Bates-Diop,Rewards,80,0,0,1,0,0,SF,81,74,75,76,95,70,90,70,55,65,64,60,62,63,95,77,77,72,60,90,85,78,66,69,58,44,56,63,63,60,64,74,60,68,55,63,70,50,59,65,98,80
Derrick Jones Jr.,Rewards,80,0,0,1,0,0,SF,79,84,65,77,87,70,85,79,85,94,72,37,50,57,98,77,76,96,59,80,90,75,61,60,65,29,54,60,59,60,57,71,68,67,56,72,67,30,69,59,95,80
Royce O'Neale,Rewards,80,0,0,1,0,0,SF,78,72,67,82,95,76,50,76,55,70,69,59,54,52,95,62,62,65,60,80,95,80,62,68,70,40,75,68,82,78,71,83,68,64,43,51,66,75,32,67,95,80
Malik Monk,Rewards,80,0,0,0,1,0,SG,75,53,73,81,75,88,85,75,40,80,78,45,25,62,88,80,81,88,48,88,72,80,76,75,75,56,79,45,68,69,67,73,68,74,42,52,74,45,31,51,95,80
Alex Caruso,Rewards,80,0,0,0,1,0,SG,77,75,69,84,97,80,85,78,35,85,68,29,30,43,68,82,84,85,31,95,76,75,82,79,77,69,68,31,67,65,69,76,65,65,63,53,67,60,44,47,95,80
Kevon Looney,Rewards,80,1,0,0,0,0,C,81,83,85,40,95,62,75,80,65,70,52,62,55,52,85,58,69,63,64,85,96,85,48,60,55,42,66,69,46,74,64,62,64,68,43,70,68,55,93,64,98,80
Dzanan Musa,Rewards,80,0,0,0,1,0,SG,81,78,74,75,98,75,90,75,40,65,74,60,52,54,98,72,71,75,52,85,70,85,67,74,66,54,68,64,66,64,62,71,60,62,61,40,64,55,32,44,95,80
Norman Powell,Rewards,80,0,0,0,1,0,SG,76,89,47,83,97,83,85,77,25,85,54,28,30,32,88,79,83,80,46,80,80,80,77,76,68,43,75,50,79,77,78,78,74,57,49,50,57,80,33,53,95,80
Pat Connaughton,Rewards,80,0,0,0,1,0,SG,76,84,77,80,98,73,95,80,30,85,74,30,35,34,98,77,78,95,45,95,95,80,65,70,60,48,62,35,70,50,65,74,44,72,40,56,64,30,50,63,98,80
Semi Ojeleye,Rewards,80,0,0,1,0,0,SF,79,74,70,79,95,62,95,82,75,80,55,64,57,55,80,82,84,85,68,85,85,89,55,71,54,30,58,65,59,57,51,69,58,56,35,40,54,35,46,52,98,80
Torrey Craig,Rewards,80,0,0,1,0,0,SF,79,74,56,78,98,70,85,70,35,60,48,55,40,52,70,63,61,73,49,80,95,80,58,69,52,32,50,66,79,79,80,81,75,70,40,67,70,80,56,56,85,80
Anfernee Simons,Rewards,80,0,0,0,0,1,PG,76,82,74,80,97,72,95,73,40,75,69,32,25,44,95,86,89,90,27,95,80,80,79,84,82,79,82,34,59,50,57,76,55,65,28,25,67,30,36,43,97,80
Isaiah Hartenstein,Rewards,80,1,0,0,0,0,C,84,65,70,79,88,79,85,68,75,65,70,59,56,57,75,62,62,70,62,80,70,80,42,56,50,38,60,60,41,65,60,50,54,68,46,82,70,40,85,82,95,80
Alex Len,Rewards,80,1,0,0,0,0,C,85,75,61,80,95,65,75,70,80,65,69,76,74,48,64,43,44,60,75,80,92,74,25,32,31,36,45,82,44,78,64,50,62,85,35,78,85,50,84,82,98,80
T.J. Leaf,Rewards,80,0,1,0,0,0,PF,82,93,64,75,78,61,85,74,65,50,70,72,60,72,80,70,61,75,60,80,65,80,44,52,58,33,64,67,45,66,58,49,60,64,35,72,65,35,81,82,90,80
Nemanja Bjelica,Rewards,80,0,1,0,0,0,PF,82,88,67,89,95,76,90,70,45,70,66,66,50,68,57,59,65,52,60,86,86,77,43,68,55,42,60,50,49,60,57,65,50,65,42,67,65,66,59,72,80,80
E'Twaun Moore,Rewards,80,0,0,0,1,0,SG,76,91,81,87,95,82,90,79,25,55,64,47,40,57,79,70,76,78,54,80,82,82,70,76,75,68,70,43,62,51,65,69,65,58,41,35,58,40,37,41,70,80
Denzel Valentine,Rewards,80,0,0,1,0,0,SF,78,89,72,82,98,80,95,76,40,35,80,58,35,52,69,64,61,65,58,88,75,85,62,75,80,66,80,60,50,47,54,65,72,48,43,37,42,30,36,71,98,80
Landry Shamet,Rewards,80,0,0,0,1,0,SG,77,82,79,87,90,81,90,74,35,75,52,26,30,38,98,87,87,80,41,85,81,80,84,78,79,37,77,25,60,57,57,77,50,52,37,35,52,65,31,41,90,80
Damyean Dotson,Rewards,80,0,0,0,1,0,SG,78,70,84,85,92,75,90,79,40,70,54,40,31,46,80,86,86,79,33,80,64,80,74,71,70,41,72,33,66,64,62,72,58,70,42,35,68,45,33,55,85,80
Ante Zizic,Rewards,80,1,0,0,0,0,C,83,94,80,32,70,71,65,62,70,65,64,73,84,68,68,58,60,60,78,85,89,80,25,32,34,34,55,64,41,65,61,52,61,62,32,84,74,45,88,89,80,80
Luke Kennard,Rewards,80,0,0,0,1,0,SG,77,87,85,84,94,87,95,72,30,40,65,35,28,50,85,66,61,60,40,88,85,80,61,72,77,46,78,35,64,50,54,65,50,60,36,40,60,30,29,60,95,80
Ivan Rabb,Rewards,80,0,1,0,0,0,PF,82,92,69,50,50,71,60,62,75,60,50,73,70,66,80,68,65,69,60,84,85,80,50,39,36,45,52,69,42,68,59,47,54,55,40,57,52,35,88,89,60,80
Channing Frye,Rewards,80,0,1,0,0,0,PF,84,80,82,84,82,79,50,70,60,59,47,68,72,69,48,48,32,60,68,75,58,75,25,37,28,37,70,67,45,70,76,45,57,68,36,53,68,45,32,66,95,80
Shaquille O'Neal,Showtime,99,1,0,0,0,0,C,85,99,87,70,95,90,99,97,99,98,99,99,98,94,98,94,94,98,99,98,98,98,88,83,84,78,80,99,88,99,98,92,95,98,85,98,98,98,98,99,25,99
Chris Webber,Showtime,99,0,1,0,0,0,PF,82,98,97,94,98,92,95,92,97,97,93,97,94,95,98,93,93,96,94,98,97,85,89,89,90,92,95,96,88,93,82,91,92,94,88,96,92,95,96,96,25,99
Jimmy Butler,Showtime,99,0,0,1,0,0,SF,80,97,94,96,50,90,98,97,80,95,94,72,84,90,95,96,96,96,94,98,98,80,94,92,90,84,90,90,98,98,90,99,97,90,98,90,89,98,82,84,25,99
Rashard Lewis,Showtime,99,0,0,1,0,0,SF,82,95,96,97,97,94,95,90,90,95,94,86,87,92,90,94,94,93,89,98,94,85,92,91,88,90,89,89,92,87,75,93,90,85,91,92,67,90,91,92,25,99
Penny Hardaway,Showtime,98,0,0,0,0,1,PG,79,94,90,89,98,85,98,94,70,90,80,74,68,82,95,92,92,90,80,98,95,85,92,95,90,88,86,70,88,88,80,92,88,88,90,70,84,95,70,79,60,98
LeBron James,Showtime,98,0,0,1,0,0,SF,80,94,92,87,50,82,98,96,80,90,82,83,81,88,85,93,93,90,88,98,87,99,93,82,84,90,86,86,92,89,89,90,89,96,88,75,95,85,70,80,25,99
Danny Manning,Showtime,98,0,1,0,0,0,PF,82,98,95,92,50,84,90,90,95,95,80,90,95,95,85,92,92,90,85,98,95,90,90,88,82,50,50,88,89,89,78,92,88,73,85,87,73,90,70,80,25,98
Nate Robinson,Showtime,98,0,0,0,0,1,PG,69,91,96,96,25,94,90,95,85,98,98,25,60,78,98,98,98,99,80,97,98,80,98,96,96,95,75,60,92,92,60,98,94,71,95,85,71,94,60,50,25,98
Hot Rod Williams,Showtime,95,0,1,0,0,0,PF,83,94,89,77,25,76,90,79,96,90,78,94,88,92,90,87,82,75,95,95,95,85,81,83,78,78,50,90,84,84,79,87,84,78,73,95,84,90,75,84,25,95
Kyrie Irving,Showtime,95,0,0,0,0,1,PG,75,94,95,95,98,90,95,96,25,30,89,60,35,70,96,95,95,81,47,97,98,89,95,98,90,80,90,28,84,78,74,91,54,82,80,40,74,75,50,69,25,95
Shawn Bradley,Showtime,95,1,0,0,0,0,C,90,94,92,80,25,80,83,80,95,75,80,92,92,76,85,69,69,65,88,89,90,65,64,60,60,27,32,92,70,95,73,74,70,67,80,97,86,90,94,95,25,95
Muggsy Bogues,Showtime,95,0,0,0,0,1,PG,63,90,94,95,30,82,94,88,25,25,77,25,25,60,92,99,99,97,55,95,94,90,99,97,97,95,92,40,90,80,67,97,90,63,97,27,63,90,35,50,25,95
Allen Iverson,Spotlight Andre Iguodala,97,0,0,0,1,0,SG,72,97,97,93,98,87,98,98,25,80,97,33,25,60,98,98,98,97,65,95,97,85,98,98,93,76,90,30,88,82,74,96,98,90,98,37,92,95,34,45,50,97
Draymond Green,Spotlight Andre Iguodala,95,0,1,0,0,0,PF,79,88,84,84,95,80,85,82,55,75,75,76,82,79,98,79,79,79,90,98,98,88,76,77,84,73,92,95,86,95,97,86,92,96,80,84,98,95,80,82,60,95
Stephen Curry,Spotlight Andre Iguodala,95,0,0,0,0,1,PG,75,91,89,97,98,92,98,97,25,36,89,35,35,52,97,88,91,73,48,98,98,90,88,97,93,72,97,30,75,78,84,85,85,97,85,47,82,65,36,61,65,95
Elton Brand,Spotlight Andre Iguodala,92,0,1,0,0,0,PF,81,97,94,59,95,82,90,76,95,65,91,90,92,88,92,67,54,70,96,98,95,90,39,45,42,45,75,86,28,86,82,42,80,76,77,84,82,80,96,96,35,92
Andrew Bogut,Spotlight Andre Iguodala,91,1,0,0,0,0,C,84,86,68,44,98,70,95,52,85,75,89,89,92,69,95,59,52,69,94,95,95,66,44,38,41,69,79,94,58,94,83,28,71,82,59,94,89,90,90,93,70,91
Jrue Holiday,Spotlight Andre Iguodala,89,0,0,0,1,0,SG,76,88,83,75,85,77,90,85,25,40,60,40,30,72,81,79,83,68,49,90,86,75,79,86,80,76,80,34,89,90,82,86,87,72,63,57,72,90,41,52,95,89
Evan Turner,Spotlight Andre Iguodala,88,0,0,1,0,0,SF,79,89,85,74,98,82,85,89,65,80,90,69,49,59,98,77,77,82,70,98,98,85,74,79,79,67,78,62,75,79,72,77,77,68,79,60,68,75,69,70,98,88
Andre Miller,Spotlight Andre Iguodala,85,0,0,0,0,1,PG,76,80,79,62,82,82,90,85,25,25,68,26,25,40,86,84,82,60,27,88,95,76,84,90,88,81,84,32,85,82,84,90,90,82,90,35,76,80,35,61,95,85
Kenneth Faried,Spotlight Andre Iguodala,85,1,0,0,0,0,C,80,75,58,69,75,65,65,60,85,75,73,66,70,57,74,63,70,79,85,84,98,94,30,48,40,29,58,75,50,75,80,60,75,78,38,75,78,75,95,92,95,85
Leandro Barbosa,Spotlight Andre Iguodala,82,0,0,0,0,1,PG,77,74,72,80,97,84,90,80,25,30,74,30,30,30,98,90,90,76,42,85,95,85,90,86,84,83,89,36,60,59,72,60,54,60,61,35,60,55,41,47,98,82
Thaddeus Young,Spotlight Andre Iguodala,81,0,1,0,0,0,PF,80,94,90,80,97,62,78,77,53,77,74,78,81,74,78,70,61,81,68,86,83,85,48,65,34,43,63,82,67,80,79,68,80,68,71,50,68,80,80,80,60,81
Kyle Korver,Spotlight Andre Iguodala,79,0,0,0,1,0,SG,79,77,88,90,98,77,95,65,25,25,44,27,25,55,72,40,49,52,31,95,95,80,27,60,74,32,79,42,65,65,74,60,59,80,31,37,75,45,25,51,98,84
Brandon Roy,Spotlight Clyde Drexler,94,0,0,0,1,0,SG,78,94,93,84,98,85,98,94,75,95,80,68,61,84,98,88,88,95,68,98,80,80,84,86,80,78,80,66,81,83,80,83,84,80,75,60,81,80,35,60,98,95
Scottie Pippen,Spotlight Clyde Drexler,92,0,0,1,0,0,SF,80,77,76,70,88,66,90,88,65,95,69,70,60,80,85,79,79,86,58,92,86,91,75,77,80,72,82,64,92,90,95,91,92,95,83,56,95,95,61,66,98,95
Hakeem Olajuwon,Spotlight Clyde Drexler,92,1,0,0,0,0,C,84,94,78,50,70,77,95,70,75,58,85,94,83,83,90,70,70,85,88,90,85,90,44,61,52,48,54,90,68,90,97,58,70,90,65,92,98,90,92,92,90,97
Otis Thorpe,Spotlight Clyde Drexler,89,0,1,0,0,0,PF,82,93,78,54,95,79,90,70,95,75,90,89,86,80,89,63,50,60,84,92,70,97,28,56,31,39,33,84,35,82,71,35,58,80,58,40,80,80,89,89,90,89
Kenny Smith,Spotlight Clyde Drexler,88,0,0,0,0,1,PG,75,84,87,90,98,82,90,86,25,68,74,25,36,44,95,88,86,84,50,92,92,85,90,84,92,88,85,40,77,70,72,76,45,75,60,27,75,75,31,38,98,88
Larry Nance,Spotlight Clyde Drexler,86,0,1,0,0,0,PF,82,74,64,54,75,77,85,78,85,95,70,80,75,65,73,60,42,85,70,91,77,72,53,50,51,49,58,80,80,88,84,82,75,90,60,74,90,85,66,74,90,88
Drazen Petrovic,Spotlight Clyde Drexler,85,0,0,0,1,0,SG,77,85,88,91,98,88,90,70,30,57,80,25,25,51,90,70,70,60,60,85,85,77,68,76,72,69,73,42,70,75,60,70,77,57,65,27,57,75,51,54,98,85
Jim Paxson,Spotlight Clyde Drexler,82,0,0,0,1,0,SG,78,84,74,60,85,81,95,82,50,60,70,54,55,65,80,78,78,75,65,94,95,85,76,80,80,78,80,55,81,79,80,75,78,82,79,37,80,70,40,47,98,85
Jerome Kersey,Spotlight Clyde Drexler,81,0,0,1,0,0,SF,79,72,56,54,94,77,80,78,77,85,74,60,55,68,72,75,75,80,76,85,80,83,68,65,59,51,53,65,74,74,85,78,75,80,65,60,80,80,74,80,75,87
Fat Lever,Spotlight Clyde Drexler,79,0,0,0,0,1,PG,75,78,76,74,88,80,80,78,25,40,60,55,60,51,80,87,87,75,50,93,97,88,87,86,82,82,80,50,80,80,88,83,80,76,75,35,76,80,42,54,70,90
James Edwards,Spotlight Clyde Drexler,79,1,0,0,0,0,C,84,85,74,44,95,75,85,43,80,42,78,84,84,92,73,48,48,27,90,70,65,80,25,27,35,31,36,70,34,70,62,34,65,62,45,75,62,70,84,84,65,85
Mychal Thompson,Spotlight Clyde Drexler,79,1,0,0,0,0,C,82,92,78,30,75,73,75,40,95,40,79,72,84,82,69,25,25,30,64,75,60,88,25,27,45,36,45,75,25,78,74,25,70,70,58,84,70,75,84,86,95,80
Rolando Blackman,Spotlight Dirk Nowitzki,96,0,0,1,0,0,SF,78,96,95,85,95,92,95,93,40,85,94,76,59,80,98,89,89,84,69,96,95,93,85,86,79,69,85,69,85,85,82,84,84,80,82,40,80,85,54,52,90,96
LeBron James,Spotlight Dirk Nowitzki,94,0,0,1,0,0,SF,80,88,89,83,98,79,95,96,75,90,83,81,70,82,90,93,93,90,81,98,87,99,85,80,82,78,90,80,88,89,89,87,89,96,78,75,95,85,54,79,45,99
Karl Malone,Spotlight Dirk Nowitzki,92,0,1,0,0,0,PF,81,94,83,74,85,76,98,74,85,85,79,91,89,88,85,64,50,80,95,92,92,99,27,60,68,70,66,90,39,92,94,39,88,98,63,84,98,90,88,86,70,97
Tracy McGrady,Spotlight Dirk Nowitzki,91,0,0,0,1,0,SG,80,85,87,87,98,80,95,89,65,85,86,70,61,84,98,88,88,90,63,98,80,80,85,87,68,67,72,66,82,75,81,82,78,80,64,65,80,75,65,62,85,91
Tyson Chandler,Spotlight Dirk Nowitzki,89,1,0,0,0,0,C,85,89,54,26,75,73,80,69,95,79,79,76,65,52,88,68,54,79,88,95,75,72,25,35,40,31,64,92,53,92,80,59,84,75,58,85,92,85,94,90,85,89
Stephen Jackson,Spotlight Dirk Nowitzki,88,0,0,1,0,0,SF,80,84,84,84,95,84,85,82,45,85,75,66,60,75,85,81,83,81,63,90,90,78,77,78,76,75,79,63,82,84,74,84,82,76,80,56,76,80,48,65,95,88
Devin Harris,Spotlight Dirk Nowitzki,86,0,0,0,0,1,PG,75,95,86,75,94,82,95,94,25,30,90,31,25,36,90,91,84,79,39,96,95,66,91,89,90,80,91,31,73,71,74,77,74,55,80,45,55,70,32,50,95,86
Caron Butler,Spotlight Dirk Nowitzki,85,0,0,1,0,0,SF,79,82,83,86,85,84,85,76,35,80,77,74,47,75,70,78,76,60,74,95,79,90,74,80,70,62,80,54,75,74,80,75,58,73,75,37,73,55,40,51,85,87
Antoine Walker,Spotlight Dirk Nowitzki,82,0,0,1,0,0,SF,80,85,77,81,95,70,70,79,50,65,72,70,72,78,93,65,65,70,75,90,70,92,62,70,59,49,59,65,61,73,59,61,70,70,58,50,70,70,78,78,95,82
Michael Finley,Spotlight Dirk Nowitzki,82,0,0,1,0,0,SF,79,90,79,84,82,83,80,84,55,88,65,66,60,75,84,63,73,81,43,95,73,78,63,78,57,49,56,63,71,66,74,77,51,76,61,40,76,35,47,56,81,88
Steve Nash,Spotlight Dirk Nowitzki,81,0,0,0,0,1,PG,75,70,75,75,85,82,80,75,25,27,71,29,27,25,98,83,85,55,40,95,85,95,85,80,85,82,85,25,65,67,68,70,75,79,62,30,79,60,36,42,98,95
Adrian Griffin,Spotlight Dirk Nowitzki,79,0,0,0,1,0,SG,77,88,83,75,88,84,70,74,35,75,57,43,53,52,90,74,74,78,61,95,85,84,69,74,69,42,64,49,77,75,78,77,77,77,83,32,77,75,60,61,95,79
Brendan Haywood,Spotlight Dirk Nowitzki,78,1,0,0,0,0,C,84,60,45,25,60,36,30,50,85,49,70,70,74,69,75,30,25,60,84,85,85,90,25,35,32,27,59,84,27,84,68,27,47,77,57,84,85,65,88,84,85,78
Rashard Lewis,Spotlight Dwight Howard,96,0,1,0,0,0,PF,82,92,94,95,97,90,95,89,50,85,94,69,74,86,80,85,85,92,70,95,85,85,83,86,75,60,82,79,79,79,75,79,78,85,78,65,67,80,78,79,60,96
James Harden,Spotlight Dwight Howard,95,0,0,0,1,0,SG,76,90,90,90,98,95,98,92,29,80,85,70,54,78,92,86,86,81,68,92,91,99,86,91,86,80,92,56,64,81,70,78,80,90,77,50,75,80,31,63,90,96
Vince Carter,Spotlight Dwight Howard,92,0,0,0,1,0,SG,78,84,85,87,98,84,95,92,65,94,84,70,46,79,80,90,90,95,65,95,85,85,82,86,70,70,70,60,85,75,74,84,75,80,63,55,80,85,62,68,95,95
Chris Paul,Spotlight Dwight Howard,92,0,0,0,0,1,PG,72,92,92,88,90,89,68,94,25,25,85,68,33,48,83,93,93,78,55,97,68,74,93,95,95,95,95,54,91,75,92,93,88,78,93,38,89,90,28,54,60,92
Antawn Jamison,Spotlight Dwight Howard,89,0,1,0,0,0,PF,80,85,82,78,95,76,90,81,85,75,80,86,86,85,98,67,67,71,82,98,95,85,60,64,64,50,78,78,66,75,86,66,78,90,60,79,92,80,78,80,98,89
Chandler Parsons,Spotlight Dwight Howard,88,0,0,1,0,0,SF,82,85,89,88,79,85,85,88,70,80,78,64,54,67,81,76,76,84,65,92,79,81,74,82,79,67,72,56,79,76,75,79,72,79,64,59,79,75,82,84,55,88
Marcin Gortat,Spotlight Dwight Howard,86,1,0,0,0,0,C,83,89,71,26,70,73,85,60,70,63,85,70,87,72,95,64,62,79,88,87,80,85,26,35,60,45,66,84,42,78,77,41,59,75,30,85,80,85,90,88,98,86
Jameer Nelson,Spotlight Dwight Howard,85,0,0,0,0,1,PG,72,80,88,86,96,89,95,86,25,25,82,27,25,46,95,86,86,78,74,94,73,84,86,86,89,84,90,33,76,82,78,72,74,66,59,35,66,80,35,51,95,85
Hedo Turkoglu,Spotlight Dwight Howard,82,0,0,1,0,0,SF,82,70,75,76,85,76,80,74,80,70,65,70,60,68,95,68,68,70,70,90,80,95,67,78,75,80,80,60,71,68,70,62,62,75,70,65,80,60,75,70,85,82
Courtney Lee,Spotlight Dwight Howard,82,0,0,0,1,0,SG,77,80,85,84,95,85,85,79,28,65,75,42,25,54,95,88,88,75,39,68,68,78,84,86,74,68,75,27,82,80,75,84,55,65,82,33,65,80,29,45,85,82
Steve Blake,Spotlight Dwight Howard,79,0,0,0,0,1,PG,75,65,77,84,70,75,35,72,25,25,40,25,25,40,85,79,79,61,25,78,74,66,79,73,76,74,75,30,84,84,66,84,82,60,82,35,60,85,30,47,98,79
JJ Redick,Spotlight Dwight Howard,79,0,0,0,1,0,SG,76,69,89,92,96,89,95,74,25,25,65,25,25,50,80,61,65,63,27,88,80,75,49,70,70,49,70,35,68,63,69,65,62,70,32,40,70,45,29,42,95,80
Omer Asik,Spotlight Dwight Howard,77,1,0,0,0,0,C,84,60,29,25,88,50,55,56,80,60,76,69,74,44,78,32,30,58,65,84,85,76,25,35,29,28,62,76,37,78,68,37,54,82,57,56,82,45,85,80,95,81
Carmelo Anthony,Spotlight Dwyane Wade,91,0,0,1,0,0,SF,80,88,93,85,95,86,95,78,55,70,74,85,64,87,80,83,80,74,82,98,82,80,80,91,74,63,72,74,72,73,74,74,72,78,61,47,74,60,39,84,90,91
Tim Duncan,Spotlight Dwyane Wade,90,0,1,0,0,0,PF,83,84,77,40,95,76,95,60,90,65,80,92,91,87,92,45,37,50,87,95,85,95,25,39,56,53,52,85,38,80,78,38,85,75,57,84,75,85,82,84,95,98
Allen Iverson,Spotlight Dwyane Wade,89,0,0,0,1,0,SG,72,85,86,77,90,81,95,88,25,65,84,33,25,50,98,92,92,93,65,95,97,85,92,90,84,68,85,30,72,70,74,84,77,90,82,37,92,65,34,45,85,90
Eddie Jones,Spotlight Dwyane Wade,88,0,0,0,1,0,SG,78,81,80,85,95,84,95,83,50,85,75,55,29,75,85,73,75,84,60,93,86,85,80,88,68,52,69,60,93,94,94,94,95,80,96,52,80,95,41,45,80,88
Shaquille O'Neal,Spotlight Dwyane Wade,86,1,0,0,0,0,C,85,82,35,26,98,46,90,58,85,75,81,86,90,50,90,34,38,75,99,78,67,75,25,58,66,47,66,86,42,86,88,42,85,98,55,82,98,80,82,86,98,89
Anderson Varejao,Spotlight Dwyane Wade,85,1,0,0,0,0,C,83,80,89,28,88,61,65,78,80,52,73,65,70,64,85,44,34,58,65,80,98,55,25,35,58,31,64,90,40,92,90,40,60,80,67,80,80,90,94,84,95,85
Michael Beasley,Spotlight Dwyane Wade,82,0,1,0,0,0,PF,81,85,78,77,95,72,90,85,60,71,69,68,60,75,90,70,71,75,68,80,80,75,67,63,50,59,52,63,56,52,59,56,58,53,43,70,53,35,49,68,95,82
Jason Williams,Spotlight Dwyane Wade,81,0,0,0,0,1,PG,73,69,71,76,98,79,80,77,25,25,69,26,25,40,95,74,74,60,27,88,95,76,79,96,92,82,98,32,79,72,70,74,60,76,69,30,76,60,27,45,98,84
Udonis Haslem,Spotlight Dwyane Wade,80,0,1,0,0,0,PF,80,74,78,25,88,69,70,70,75,60,54,70,70,70,95,54,29,57,84,81,96,75,28,40,32,31,65,78,29,78,78,29,63,66,58,37,66,75,74,70,95,83
Ray Allen,Spotlight Dwyane Wade,79,0,0,0,1,0,SG,77,79,78,84,90,88,80,74,25,66,62,60,44,55,94,66,64,72,54,85,78,80,59,74,51,40,70,46,73,70,71,76,63,65,63,40,65,60,37,50,95,95
Brian Grant,Spotlight Dwyane Wade,79,0,1,0,0,0,PF,81,79,85,30,60,85,60,52,55,61,70,74,62,68,54,54,26,60,79,78,90,80,25,35,29,34,64,80,28,82,72,28,66,70,60,67,70,70,85,82,55,82
Aaron McKie,Spotlight Dwyane Wade,78,0,0,0,0,1,PG,77,78,89,74,90,76,70,84,55,62,65,55,37,57,80,73,69,62,60,87,80,85,79,80,79,73,79,66,75,63,74,82,66,70,71,30,70,70,33,57,95,80
Shawn Marion,Spotlight Elite Reward,97,0,0,1,0,0,SF,79,95,93,85,98,85,95,92,70,90,88,87,89,89,95,85,84,92,80,98,90,95,79,61,60,41,70,84,86,85,82,88,89,84,88,78,84,85,90,92,80,97
Andre Drummond,Spotlight Elite Reward,96,1,0,0,0,0,C,83,97,47,42,98,75,95,88,98,95,95,94,95,70,85,54,48,95,98,98,98,79,27,45,52,49,70,92,52,92,80,52,90,85,71,86,90,90,97,98,55,96
Steve Francis,Spotlight Elite Reward,95,0,0,0,0,1,PG,75,95,89,88,95,82,98,94,30,96,94,45,60,64,94,94,94,96,54,98,85,88,94,94,94,87,94,48,78,80,79,86,90,92,88,64,74,80,54,59,95,95
Chris Webber,Spotlight Elite Reward,94,0,1,0,0,0,PF,81,97,90,78,98,82,95,84,95,85,89,94,90,84,98,79,75,85,88,98,80,85,65,74,67,74,88,84,53,82,82,53,70,94,82,89,92,80,92,92,70,94
Alonzo Mourning,Spotlight Elite Reward,93,1,0,0,0,0,C,82,94,82,62,86,78,90,80,98,70,86,96,96,94,92,65,60,80,96,95,95,75,30,50,33,29,64,97,62,95,98,62,90,92,74,97,96,95,92,96,60,94
Rick Barry,Spotlight Elite Reward Series II,97,0,0,1,0,0,SF,79,96,96,89,92,95,98,94,70,75,97,85,74,75,95,86,85,75,72,98,98,80,81,85,92,84,92,80,78,80,79,84,78,90,94,70,92,80,84,85,55,97
Richard Jefferson,Spotlight Elite Reward Series II,97,0,0,1,0,0,SF,79,97,92,93,80,90,98,96,85,98,85,84,65,82,95,95,94,98,78,98,95,70,88,86,82,62,85,84,88,88,85,94,80,75,92,78,75,80,78,82,30,97
Blake Griffin,Spotlight Elite Reward Series II,97,0,1,0,0,0,PF,82,96,94,85,80,84,98,78,98,98,88,92,86,89,91,85,84,97,94,98,90,90,74,79,72,72,74,85,60,85,71,68,84,86,69,88,72,85,94,95,30,97
Stephon Marbury,Spotlight Elite Reward Series II,97,0,0,0,0,1,PG,75,97,90,90,95,89,95,97,25,90,92,55,55,55,77,96,96,95,64,88,92,90,96,96,92,85,92,50,94,84,74,94,84,79,94,38,79,90,34,44,50,97
Giannis Antetokounmpo,Spotlight Elite Reward Series II,96,0,1,0,0,0,PF,83,95,88,79,98,86,98,98,85,95,97,84,80,74,95,95,95,95,70,98,95,95,90,86,81,84,90,86,92,89,89,92,88,90,92,82,91,95,74,94,35,98
Joe Dumars,Spotlight Isiah Thomas,97,0,0,0,1,0,SG,75,92,93,90,84,84,95,94,25,51,88,33,25,59,90,87,87,85,67,97,95,77,85,86,88,92,90,66,97,95,97,97,96,91,92,27,91,95,38,45,60,97
Dominique Wilkins,Spotlight Isiah Thomas,95,0,0,1,0,0,SF,79,93,92,79,97,85,98,92,85,98,86,76,58,78,98,86,86,95,85,96,85,95,80,80,79,70,80,70,80,80,88,83,81,92,79,75,93,80,75,78,90,95
